INDEX,PLAYER_ID,PLAYER_NAME,R_PPG,R_APG,R_RPG,R_SPG,R_BPG,R_FG,R_eFG,R_TS,P_PPG,P_APG,P_RPG,P_SPG,P_BPG,P_FG,P_eFG,P_TS
3978,201160,Jason Smith,6.0,0.7,3.3,0.3,0.7,0.466,0.48,0.514,3.3,0.3,2.0,0.2,0.5,0.472,0.493,0.532
3979,202536,Jerry Smith,1.4,0.8,1.4,1.0,0.0,0.214,0.25,0,0,0,0,0,0,0,0,0
3980,78191,Jim Smith,2.9,0.6,2.5,0.3,0.7,0.514,0.514,0.516,0,0,0,0,0,0,0,0
3981,693,Joe Smith,10.6,1.0,6.1,0.6,0.8,0.454,0.455,0.51,5.4,0.3,3.9,0.4,0.6,0.451,0.456,0.514
3982,2746,Josh Smith,13.9,3.1,7.1,1.2,1.8,0.447,0.47,0.499,14.6,2.8,7.4,1.0,1.5,0.426,0.451,0.489
3983,78192,Keith Smith,3.3,1.0,0.8,0.6,0.1,0.38,0.39,0.425,0,0,0,0,0,0,0,0
3984,181,Kenny Smith,12.3,5.4,1.9,1.0,0.1,0.477,0.521,0.566,11.5,4.5,2.2,0.8,0.1,0.457,0.557,0.598
3985,78194,Labradford Smith,6.2,2.0,1.4,0.7,0.1,0.426,0.445,0.49,0,0,0,0,0,0,0,0
3986,78195,Larry Smith,6.7,1.1,9.2,0.8,0.5,0.531,0.531,0.541,4.3,1.4,7.1,0.9,0.6,0.5,0.5,0.529
3987,1910,Leon Smith,2.2,0.2,2.2,0.3,0.1,0.393,0.393,0.465,0,0,0,0,0,0,0,0
3988,63,Michael Smith,5.6,1.5,7.0,0.8,0.5,0.532,0.532,0.55,4.8,2.0,5.5,0.2,0.5,0.583,0.583,0.564
3989,78197,Michael Smith,5.0,1.0,1.5,0.1,0.0,0.474,0.481,0.518,3.2,0.2,0,0.2,0,0.6,0.6,0.726
3990,2065,Mike Smith,3.0,0.6,1.3,0.3,0.2,0.322,0.347,0.386,0,0,0,0,0,0,0,0
3991,202701,Nolan Smith,3.3,1.2,1.0,0.3,0.0,0.371,0.403,0.435,0,0,0,0,0,0,0,0
3992,78198,Otis Smith,10.7,1.9,3.7,1.0,0.5,0.461,0.468,0.518,4.1,1.4,2.6,0.3,0.4,0.367,0.367,0.416
3993,78199,Phil Smith,14.7,3.9,3.0,1.1,0.3,0.474,0.475,0.521,12.0,2.9,3.1,1.0,0.4,0.453,0.453,0.498
3994,78200,Randy Smith,16.0,4.4,3.5,1.6,0.1,0.47,0.471,0.514,17.5,6.5,4.5,1.8,0.1,0.465,0.465,0.517
3995,78201,Reggie Smith,1.5,0.1,1.8,0.2,0.1,0.394,0.394,0.406,0,0,0,0,0,0,0,0
3996,78204,Robert Smith,4.8,1.6,1.2,0.5,0.1,0.433,0.44,0.514,3.1,1.5,0.9,0.4,0,0.456,0.471,0.524
3997,203893,Russ Smith,2.1,0.7,0.5,0.3,0.0,0.319,0.354,0.465,0,1.0,0,0,0,0,0,0
3998,78205,Sammy Smith,6.8,1.3,1.4,0.7,0.3,0.419,0.433,0.5,0,0,0,0,0,0,0,0
3999,120,Steven Smith,14.0,3.0,3.2,0.7,0.3,0.438,0.494,0.556,14.9,2.2,3.0,0.9,0.3,0.426,0.491,0.556
4000,200848,Steven Smith,0.6,0.0,0.8,0.1,0.0,0.25,0.25,0.282,0,0,0,0,0,0,0,0
4001,1478,Stevin Smith,1.8,0.5,1.2,0.1,0.0,0.333,0.361,0.38,0,0,0,0,0,0,0,0
4002,2604,Theron Smith,2.8,0.7,3.0,0.2,0.2,0.335,0.36,0.393,0,0,0,0,0,0,0,0
4003,380,Tony Smith,5.4,2.0,1.6,0.7,0.2,0.43,0.46,0.487,3.2,0.8,0.8,0.4,0.0,0.42,0.475,0.489
4004,78208,Willie Smith,4.6,3.6,1.7,1.1,0.0,0.4,0.424,0.457,0,0,0,0,0,0,0,0
4005,1629015,Zhaire Smith,3.7,0.9,1.2,0.4,0.2,0.378,0.444,0.477,0,0,0,0.5,0,0,0,0
4006,1628372,Dennis Smith Jr.,10.6,4.4,2.9,1.2,0.4,0.408,0.454,0.481,0,0,0,0,0,0,0,0
4007,1631095,Jabari Smith Jr.,12.8,1.3,7.2,0.5,0.9,0.408,0.475,0.514,0,0,0,0,0,0,0,0
4008,22,Rik Smits,14.8,1.4,6.1,0.4,1.3,0.507,0.507,0.548,14.8,1.3,5.2,0.5,0.9,0.507,0.507,0.555
4009,1091,Mike Smrek,2.8,0.3,2.1,0.2,0.7,0.426,0.426,0.47,0.5,0,0.6,0.0,0.5,0.188,0.188,0.276
4010,78212,Joe Smyth,3.3,1.2,2.4,0.0,0.0,0.348,0.348,0.393,0,0,0,0,0,0,0,0
4011,1630270,Xavier Sneed,1.2,0.3,0.8,0.0,0.0,0.3,0.383,0.425,0,0,0,0,0,0,0,0
4012,203503,Tony Snell,5.9,1.1,2.3,0.4,0.2,0.43,0.548,0.565,2.9,0.5,1.2,0.2,0.2,0.35,0.462,0.47
4013,727,Eric Snow,6.6,4.9,2.4,1.1,0.1,0.424,0.43,0.491,6.6,3.6,2.6,0.9,0.1,0.404,0.412,0.474
4014,78213,Dick Snyder,12.3,3.0,2.9,0.7,0.4,0.491,0.491,0.534,7.2,1.6,1.6,0.6,0.4,0.416,0.416,0.446
4015,2745,Kirk Snyder,6.5,1.2,2.5,0.4,0.3,0.448,0.485,0.528,0.7,0,0.3,0,0,0.333,0.333,0
4016,78214,George Sobek,5.8,1.6,0.0,0.0,0.0,0.378,0.378,0.507,10.7,1.0,0,0,0,0.5,0.5,0.592
4017,78215,Ricky Sobers,13.3,4.3,2.6,1.3,0.2,0.459,0.466,0.522,13.3,4.0,2.7,0.9,0.3,0.455,0.461,0.509
4018,78216,Ron Sobie,8.4,1.8,4.1,0.0,0.0,0.379,0.379,0.461,0,0,0,0,0,0,0,0
4019,1631110,Jeremy Sochan,11.0,2.5,5.3,0.8,0.4,0.453,0.483,0.509,0,0,0,0,0,0,0,0
4020,78217,Mike Sojourner,8.7,0.9,6.5,0.5,0.6,0.48,0.48,0.504,0,0,0,0,0,0,0,0
4021,2226,Will Solomon,5.0,2.1,1.2,0.5,0.1,0.393,0.456,0.48,0,0,0,0,0,0,0,0
4022,78219,Willie Somerset,5.6,1.1,1.9,0.0,0.0,0.419,0.419,0.47,0,0,0,0,0,0,0,0
4023,2443,Darius Songaila,6.9,1.2,3.4,0.7,0.2,0.499,0.499,0.538,5.6,0.6,2.5,0.3,0.1,0.484,0.484,0.548
4024,78220,Dave Sorenson,7.5,1.2,4.5,0.0,0.0,0.439,0.439,0.488,0,0,0,0,0,0,0,0
4025,203480,James Southerland,3.5,0.0,2.0,0.2,0.5,0.333,0.433,0.441,0,0,0,0,0,0,0,0
4026,78221,Gino Sovran,1.8,0.2,0.0,0.0,0.0,0.333,0.333,0.346,0,0,0,0,0,0,0,0
4027,2776,Pape Sow,2.9,0.2,2.8,0.4,0.3,0.416,0.416,0.477,0,0,0,0,0,0,0,0
4028,1629034,Ray Spalding,3.7,0.3,3.3,0.6,0.6,0.531,0.531,0.512,0,0,0,0,0,0,0,0
4029,78222,Jim Spanarkel,9.7,2.2,2.5,1.0,0.1,0.47,0.473,0.567,0.4,0.2,0.2,0,0,0.0,0.0,0.347
4030,2779,Vassilis Spanoulis,2.7,0.9,0.7,0.2,0.0,0.319,0.354,0.47,4.0,1.0,1.0,0,0,0.5,0.5,0.694
4031,78223,Guy Sparrow,7.8,0.9,4.9,0.0,0.0,0.358,0.358,0.398,0,0,0,0,0,0,0,0
4032,600009,Rory Sparrow,8.7,4.7,2.0,1.0,0.1,0.464,0.47,0.5,8.6,5.4,1.7,0.9,0.0,0.417,0.427,0.478
4033,78225,Odie Spears,8.7,1.9,4.0,0.0,0.0,0.366,0.366,0.438,6.4,1.4,3.2,0,0,0.344,0.344,0.404
4034,78226,Art Spector,5.0,0.8,0.0,0.0,0.0,0.28,0.28,0.326,2.0,0,0,0,0,0.222,0.222,0.279
4035,201578,Marreese Speights,8.0,0.6,4.2,0.3,0.5,0.458,0.48,0.524,5.3,0.4,2.5,0.2,0.4,0.41,0.452,0.486
4036,1629016,Omari Spellman,6.8,1.0,4.3,0.6,0.5,0.417,0.498,0.536,0,0,0,0,0,0,0,0
4037,78227,Andre Spencer,7.2,1.0,3.2,0.8,0.3,0.445,0.445,0.511,0,0,0,0,0,0,0,0
4038,771,Elmore Spencer,5.4,0.6,3.3,0.3,1.0,0.514,0.514,0.533,0,0,0.3,0,0,0.0,0.0,0.0
4039,280,Felton Spencer,5.2,0.3,5.4,0.4,0.8,0.485,0.485,0.537,4.9,0.2,5.2,0.2,1.2,0.443,0.443,0.484
4040,78230,Lou Spicer,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.063,0,0,0,0,0,0,0,0
4041,78231,Craig Spitzer,1.8,0.0,2.4,0.0,0.0,0.381,0.381,0.403,0,1.0,3.0,0,0,0.0,0.0,0
4042,201168,Tiago Splitter,7.9,1.2,5.0,0.6,0.6,0.555,0.556,0.598,6.3,1.4,4.3,0.7,0.5,0.572,0.572,0.592
4043,78232,Art Spoelstra,7.2,1.0,4.6,0.0,0.0,0.391,0.391,0.445,5.0,0,3.0,0,0,0.5,0.5,0.519
4044,84,Latrell Sprewell,18.3,4.0,4.1,1.4,0.4,0.425,0.464,0.516,19.7,3.4,4.3,1.2,0.4,0.418,0.447,0.504
4045,78233,Larry Spriggs,5.2,1.3,2.3,0.5,0.2,0.517,0.517,0.566,5.0,1.3,2.3,0.2,0.2,0.519,0.519,0.58
4046,1630531,Jaden Springer,2.4,0.4,0.9,0.4,0.3,0.5,0.528,0.557,1.7,0.2,0.4,0.1,0,0.7,0.7,0.689
4047,78234,Jim Springer,0.5,0.0,0.0,0.0,0.0,0,0,1.136,0,0,0,0,0,0,0,0
4048,78235,Jim Spruill,2.0,0.0,0.0,0.0,0.0,0.333,0.333,0,0,0,0,0,0,0,0,0
4049,1756,Ryan Stack,2.3,0.2,1.8,0.1,0.5,0.352,0.352,0.455,0,0,0,0,0,0,0,0
4050,711,Jerry Stackhouse,16.8,3.3,3.2,0.9,0.5,0.41,0.447,0.524,13.1,2.3,3.1,0.5,0.2,0.369,0.414,0.485
4051,78237,Kevin Stacom,5.0,1.5,1.4,0.3,0.0,0.41,0.411,0.443,1.6,0.8,0.7,0.2,0,0.302,0.302,0.352
4052,78238,Dave Stallworth,9.5,1.7,4.8,0.6,0.1,0.437,0.437,0.489,5.9,0.9,3.4,0,0,0.4,0.4,0.454
4053,78239,Isaac Stallworth,7.7,0.7,2.8,0.5,0.2,0.414,0.414,0.445,0,0,0,0,0,0,0,0
4054,78240,Ed Stanczak,7.8,1.0,2.0,0.0,0.0,0.337,0.337,0.45,6.4,1.2,0,0,0,0.292,0.292,0.417
4055,1630199,Cassius Stanley,2.7,0.2,1.2,0.2,0.1,0.36,0.399,0.452,0,0,0,0,0,0,0,0
4056,78241,Terence Stansbury,6.2,2.0,1.4,0.6,0.1,0.444,0.455,0.504,0,0,0,0,0,0,0,0
4057,317,John Starks,12.6,3.6,2.5,1.1,0.1,0.41,0.473,0.51,14.2,4.1,2.8,1.2,0.1,0.421,0.503,0.552
4058,78243,Keith Starr,0.8,0.4,0.6,0.1,0.0,0.25,0.25,0.281,0,0,0,0,0,0,0,0
4059,203917,Nik Stauskas,6.3,1.4,1.9,0.4,0.2,0.39,0.494,0.531,1.0,0.3,0.3,0,0,0.25,0.375,0.472
4060,78244,Larry Staverman,4.7,0.9,3.8,0.0,0.0,0.465,0.465,0.524,5.3,0.7,3.7,0,0,0.478,0.478,0.59
4061,78245,Larry Steele,8.2,2.8,2.9,1.8,0.2,0.483,0.483,0.531,6.9,1.4,2.4,1.0,0.1,0.424,0.424,0.499
4062,1099,Matt Steigenga,1.5,1.0,1.5,0.5,0.5,0.25,0.25,0.307,0,0,0,0,0,0,0,0
4063,1735,Vladimir Stepania,4.1,0.3,4.4,0.4,0.5,0.425,0.426,0.451,0,0,0,0,0,0,0,0
4064,203474,DJ Stephens,2.2,0.0,1.2,0.2,0.0,0.444,0.444,0.477,0,0,0,0,0,0,0,0
4065,78247,Everette Stephens,1.9,1.0,0.6,0.2,0.1,0.333,0.347,0.415,0,0,0,0,0,0,0,0
4066,78249,Jack Stephens,10.3,2.9,5.2,0.0,0.0,0.386,0.386,0.464,5.6,1.3,3.3,0,0,0.293,0.293,0.375
4067,1086,Joe Stephens,3.2,0.5,2.0,0.5,0.1,0.357,0.381,0.402,0,0,0,0,0,0,0,0
4068,202362,Lance Stephenson,8.5,2.9,3.9,0.6,0.1,0.449,0.491,0.517,11.1,3.2,5.6,0.8,0.1,0.448,0.502,0.522
4069,1627293,Alex Stepheson,2.8,0.2,3.5,0.1,0.6,0.333,0.333,0.341,0,0,0,0,0,0,0,0
4070,78250,Brook Steppe,5.4,1.2,1.4,0.4,0.1,0.469,0.474,0.559,2.0,0.5,0.8,0,0,0.286,0.286,0.415
4071,78251,Barry Stevens,1.0,0.0,1.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0
4072,1630205,Lamar Stevens,5.3,0.6,2.8,0.5,0.3,0.467,0.502,0.532,2.5,0,1.5,0,0,0.5,0.75,0.868
4073,78252,Wayne Stevens,1.6,0.5,2.0,0.0,0.0,0.158,0.158,0.278,0,0,0,0,0,0,0,0
4074,2052,DeShawn Stevenson,7.2,1.6,2.3,0.5,0.2,0.406,0.451,0.483,5.3,1.0,1.4,0.5,0.1,0.327,0.437,0.474
4075,1630597,DJ Stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,78253,Dennis Stewart,2.0,0.5,1.5,0.0,0.0,0.25,0.25,0.41,0,0,0,0,0,0,0,0
4077,1630191,Isaiah Stewart,9.0,1.1,7.8,0.4,1.0,0.501,0.539,0.568,0,0,0,0,0,0,0,0
4078,1529,Kebu Stewart,2.7,0.1,2.1,0.3,0.1,0.462,0.462,0.541,0,0,0,0,0,0,0,0
4079,1125,Larry Stewart,7.4,1.3,4.0,0.5,0.4,0.509,0.512,0.565,3.2,0.5,0.2,0.5,0.2,0.833,0.917,0.945
4080,1565,Michael Stewart,2.0,0.3,3.0,0.2,0.9,0.442,0.442,0.468,1.0,0,1.0,0,0.2,0.667,0.667,0
4081,78256,Norm Stewart,2.0,0.4,1.0,0.0,0.0,0.267,0.267,0.283,0,0,0,0,0,0,0,0
4082,201880,Greg Stiemsma,3.2,0.5,3.3,0.6,1.1,0.509,0.509,0.54,1.6,0.2,2.0,0.2,0.6,0.7,0.7,0.702
4083,78257,Steve Stipanovich,13.2,2.3,7.8,1.0,0.9,0.484,0.486,0.547,13.8,0.8,7.5,0.8,0.5,0.553,0.553,0.593
4084,179,Bryant Stith,10.1,2.0,3.4,1.0,0.2,0.424,0.456,0.531,12.4,2.2,4.3,0.8,0.2,0.448,0.451,0.551
4085,78259,Sam Stith,4.4,1.9,1.6,0.0,0.0,0.364,0.364,0.394,0,0,0,0,0,0,0,0
4086,78260,Tom Stith,3.1,0.7,1.6,0.0,0.0,0.336,0.336,0.337,0,0,0,0,0,0,0,0
4087,78261,Alex Stivrins,2.1,0.2,1.0,0.1,0.1,0.476,0.476,0.487,0,0,0,0,0,0,0,0
4088,204065,David Stockton,3.0,1.5,0.3,0.3,0.0,0.444,0.611,0.672,1.0,0,0.5,0,0,0.333,0.333,0
4089,304,John Stockton,13.1,10.5,2.7,2.2,0.2,0.515,0.546,0.608,13.4,10.1,3.3,1.9,0.3,0.473,0.503,0.568
4090,978,Peja Stojakovic,16.8,1.7,4.7,0.9,0.1,0.449,0.532,0.577,14.4,1.0,4.9,0.8,0.2,0.418,0.489,0.543
4091,1055,Ed Stokes,0.8,0.2,1.0,0.2,0.5,0.333,0.333,0.387,0,0,0,0,0,0,0,0
4092,78264,Greg Stokes,3.1,0.4,1.5,0.3,0.3,0.445,0.445,0.471,3.9,0.6,1.9,0.3,0.9,0.286,0.286,0.4
4093,203950,Jarnell Stokes,2.1,0.2,1.3,0.2,0.1,0.583,0.583,0.588,0,0,0,0,0,0,0,0
4094,600016,Maurice Stokes,16.4,5.3,17.3,0.0,0.0,0.351,0.351,0.406,12.0,2.0,15.0,0,0,0.25,0.25,0.398
4095,78266,Art Stolkey,4.4,1.7,0.0,0.0,0.0,0.22,0.22,0.278,0,0,0,0,0,0,0,0
4096,1627754,Diamond Stone,1.4,0.0,0.9,0.0,0.1,0.231,0.231,0.339,0,0,0,0,0,0,0,0
4097,202933,Julyan Stone,1.1,1.1,1.1,0.2,0.1,0.444,0.524,0.557,1.0,0.8,0.2,0,0,0.5,0.5,0.694
4098,2852,Awvee Storey,2.4,0.4,1.4,0.2,0.0,0.414,0.429,0.447,0,0,0,0,0,0,0,0
4099,757,Damon Stoudamire,13.2,6.1,3.4,1.1,0.1,0.405,0.462,0.503,10.1,4.4,3.0,0.6,0.2,0.399,0.449,0.496
4100,101136,Salim Stoudamire,8.0,1.0,1.4,0.4,0.1,0.407,0.483,0.526,4.0,0,0.3,0.3,0,0.444,0.556,0.607
4101,2405,Amar'e Stoudemire,18.4,1.2,7.7,0.7,1.2,0.538,0.539,0.597,18.7,0.8,7.4,0.8,1.3,0.512,0.514,0.579
4102,78267,Paul Stovall,3.0,0.5,2.4,0.0,0.0,0.342,0.342,0.41,0,0,0,0,0,0,0,0
4103,201199,DJ Strawberry,2.2,0.9,0.8,0.4,0.2,0.315,0.348,0.364,0,0,1.0,0,0,0.0,0.0,0
4104,78268,Joe Strawder,8.6,1.1,9.9,0.0,0.0,0.426,0.426,0.482,7.0,1.5,10.8,0,0,0.333,0.333,0.406
4105,78269,Bill Stricker,4.0,0.0,0.0,0.0,0.0,0.667,0.667,0,0,0,0,0,0,0,0,0
4106,1065,Erick Strickland,7.3,2.4,2.6,0.8,0.1,0.386,0.445,0.495,3.5,1.7,1.2,0.4,0.0,0.338,0.377,0.466
4107,1110,Mark Strickland,4.6,0.4,2.8,0.3,0.4,0.478,0.479,0.509,2.3,0.1,1.3,0.4,0.1,0.556,0.556,0.534
4108,393,Rod Strickland,12.6,7.0,3.6,1.4,0.2,0.452,0.461,0.513,13.4,7.5,4.0,1.1,0.2,0.446,0.454,0.497
4109,78270,Roger Strickland,2.0,0.0,0.0,0.0,0.0,0.333,0.333,0,0,0,0,0,0,0,0,0
4110,78271,John Stroeder,1.7,0.5,1.9,0.1,0.3,0.371,0.371,0.421,3.0,0,0,0,0,1.0,1.5,0
4111,400,Derek Strong,6.8,0.6,4.9,0.4,0.2,0.43,0.432,0.513,7.6,0.7,7.4,0.6,0.3,0.481,0.481,0.555
4112,78273,Lamont Strothers,4.6,1.1,1.2,0.7,0.1,0.329,0.342,0.379,0,0,0,0,0,0,0,0
4113,78274,John Stroud,2.8,1.0,1.4,0.1,0.0,0.324,0.324,0.35,0,0,0,0,0,0,0,0
4114,1629622,Max Strus,10.0,1.5,2.7,0.4,0.2,0.427,0.566,0.583,9.6,1.7,3.6,0.5,0.3,0.387,0.508,0.526
4115,201155,Rodney Stuckey,12.6,3.6,2.9,0.9,0.1,0.423,0.443,0.512,8.7,3.3,2.0,0.8,0.1,0.382,0.398,0.475
4116,78275,Gene Stump,4.8,0.8,0.0,0.0,0.0,0.302,0.302,0.344,0.7,0,0,0,0,0.333,0.333,0
4117,78276,Stan Stutz,7.1,1.1,0.0,0.0,0.0,0.256,0.256,0.332,9.5,0.7,0,0,0,0.274,0.274,0.375
4118,1630591,Jalen Suggs,10.8,3.6,3.3,1.2,0.5,0.387,0.442,0.487,0,0,0,0,0,0,0,0
4119,78277,Gary Suiter,1.4,0.1,1.4,0.0,0.0,0.352,0.352,0.362,0,0,0,0,0,0,0,0
4120,203096,Jared Sullinger,10.8,1.8,7.5,0.7,0.6,0.436,0.463,0.493,8.0,0.8,5.5,0.1,0.3,0.425,0.456,0.471
4121,201969,DaJuan Summers,3.3,0.3,1.0,0.2,0.1,0.384,0.438,0.467,0,0,0,0,0,0,0,0
4122,1628410,Edmond Sumner,6.2,1.1,1.5,0.6,0.2,0.47,0.527,0.576,1.2,0.2,1.6,0,0,0.286,0.286,0.381
4123,78654,Barry Sumpter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
4124,201180,Sun Yue,0.6,0.2,0.0,0.1,0.1,0.273,0.273,0,0,0,0,0,0,0,0,0
4125,78278,Don Sunderlage,7.7,2.0,2.5,0.0,0.0,0.326,0.326,0.412,0,0,0,0,0,0,0,0
4126,1743,Bruno Sundov,1.7,0.2,1.1,0.1,0.1,0.358,0.369,0.379,2.0,0,0,0,0,1.0,1.0,0
4127,78279,Jon Sundvold,7.7,2.9,1.1,0.4,0.0,0.452,0.483,0.507,5.9,2.5,0.7,0.4,0,0.439,0.474,0.495
4128,682,Bob Sura,8.5,3.7,3.5,1.0,0.2,0.415,0.458,0.512,4.8,1.6,2.4,0.7,0,0.426,0.491,0.52
4129,78280,Dick Surhoff,3.1,0.6,1.6,0.0,0.0,0.295,0.295,0.386,1.0,0.5,0.5,0,0,0.5,0.5,0
4130,78281,Dane Suttle,5.9,1.0,1.1,0.5,0.0,0.507,0.507,0.547,0,0,0,0,0,0,0,0
4131,357,Greg Sutton,4.7,1.8,0.9,0.5,0.1,0.395,0.485,0.515,1.4,1.0,1.0,0.2,0.2,0.154,0.154,0.244
4132,78283,Bennie Swain,4.6,0.5,4.5,0.0,0.0,0.406,0.406,0.453,1.0,0.2,2.8,0,0,0.333,0.333,0.363
4133,1628403,Caleb Swanigan,2.3,0.8,3.1,0.2,0.2,0.446,0.452,0.476,3.0,1.0,2.0,0,0,0.0,0.0,0.399
4134,78284,Norm Swanson,1.6,0.5,1.7,0.0,0.0,0.226,0.226,0.303,1.3,0,0.8,0,0,0.429,0.429,0.481
4135,78285,Dan Swartz,4.5,0.5,2.3,0.0,0.0,0.38,0.38,0.482,0,0,0,0,0,0,0,0
4136,2552,Michael Sweetney,6.5,0.6,4.5,0.3,0.5,0.485,0.485,0.537,5.5,0.6,3.9,0.3,0.6,0.447,0.447,0.518
4137,1631306,Cole Swider,1.3,0.6,1.0,0.0,0.0,0.333,0.5,0,0,0,0,0,0,0,0,0
4138,2741,Robert Swift,4.3,0.2,3.9,0.3,0.9,0.506,0.506,0.531,0,0,0,0,0,0,0,0
4139,2031,Stromile Swift,8.0,0.5,4.5,0.6,1.2,0.475,0.475,0.527,7.4,0.6,4.7,0.6,0.9,0.457,0.457,0.494
4140,78286,Aaron Swinson,2.7,0.3,0.9,0.1,0.0,0.556,0.556,0.594,0,0,0,0,0,0,0,0
4141,1628591,Craig Sword,2.0,0.3,0.0,1.3,0.0,0.75,0.75,0,0,0,0,0,0,0,0,0
4142,202377,Pape Sy,2.3,0.7,1.0,0.3,0.0,0.333,0.333,0.478,1.5,0.8,0.2,0.2,0,0.667,0.667,0.63
4143,78287,Wallace Sydnor,1.0,0.0,0.0,0.0,0.0,0.192,0.192,0.247,0,0,0,0,0,0,0,0
4144,1626208,Keifer Sykes,5.6,1.9,1.4,0.4,0.1,0.363,0.434,0.456,0,0,0,0,0,0,0,0
4145,1132,Larry Sykes,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
4146,1136,Brett Szabo,2.2,0.2,2.4,0.2,0.5,0.446,0.446,0.517,0,0,0,0,0,0,0,0
4147,1887,Wally Szczerbiak,14.3,2.3,3.9,0.6,0.2,0.481,0.524,0.572,10.2,1.4,3.1,0.5,0.2,0.427,0.469,0.539
4148,440,Zan Tabak,5.1,0.7,3.6,0.3,0.5,0.497,0.497,0.505,1.0,0.0,1.0,0.0,0.2,0.353,0.353,0.463
4149,2657,Yuta Tabuse,1.8,0.8,1.0,0.0,0.0,0.167,0.25,0.451,0,0,0,0,0,0,0,0
4150,101147,Chris Taft,2.8,0.1,2.1,0.1,0.4,0.605,0.605,0.578,0,0,0,0,0,0,0,0
4151,78291,Sid Tannenbaum,8.8,2.5,0.0,0.0,0.0,0.28,0.28,0.341,7.8,2.3,0,0,0,0.274,0.274,0.34
4152,1434,Dragan Tarlac,2.4,0.7,2.8,0.2,0.4,0.394,0.394,0.454,0,0,0,0,0,0,0,0
4153,78293,Roy Tarpley,12.6,1.0,10.0,1.1,1.2,0.483,0.484,0.523,17.0,1.3,12.8,1.2,1.8,0.51,0.51,0.542
4154,1630256,Jae'Sean Tate,11.2,2.7,5.1,1.0,0.5,0.498,0.541,0.567,0,0,0,0,0,0,0,0
4155,78294,Earl Tatum,10.1,2.1,2.6,1.3,0.4,0.46,0.46,0.486,13.6,2.5,4.9,1.4,0.8,0.5,0.5,0.519
4156,1628369,Jayson Tatum,22.5,3.3,7.0,1.1,0.7,0.458,0.529,0.579,23.8,4.6,7.6,1.1,0.9,0.443,0.509,0.569
4157,204002,Edy Tavares,2.7,0.3,2.9,0.1,1.2,0.655,0.655,0.583,0,0,0,0,0,0,0,0
4158,78295,Anthony Taylor,6.9,2.0,1.6,1.0,0.2,0.397,0.397,0.436,0,0,0,0,0,0,0,0
4159,78296,Brian Taylor,12.3,4.5,2.4,1.8,0.2,0.487,0.511,0.553,0,0,0,0,0,0,0,0
4160,101182,Donell Taylor,2.7,0.9,1.1,0.5,0.1,0.395,0.408,0.437,1.0,1.7,1.0,0.3,0,0.143,0.143,0.202
4161,78298,Fred Taylor,3.9,0.7,1.6,0.0,0.0,0.351,0.351,0.393,0,0,0,0,0,0,0,0
4162,1627819,Isaiah Taylor,6.3,2.9,1.4,0.5,0.2,0.413,0.438,0.487,0,0.3,0.7,0,0,0.0,0.0,0
4163,78297,Jay Taylor,3.0,0.3,0.6,0.3,0.2,0.404,0.433,0.456,0,0,0,0,0,0,0,0
4164,78299,Jeff Taylor,3.2,2.0,1.5,0.8,0.3,0.412,0.412,0.46,0,0,0,0,0,0,0,0
4165,203106,Jeffery Taylor,6.1,0.8,2.0,0.5,0.2,0.409,0.465,0.495,0,0,0,0,0,0,0,0
4166,201966,Jermaine Taylor,5.8,0.8,1.7,0.4,0.1,0.456,0.488,0.516,0,0,0,0,0,0,0,0
4167,1511,Johnny Taylor,4.4,0.4,2.1,0.6,0.4,0.399,0.454,0.477,0,0,0,0,0,0,0,0
4168,78301,Leonard Taylor,1.1,0.1,1.2,0.0,0.0,0.0,0.0,0.422,0,0,0,0,0,0,0,0
4169,1508,Maurice Taylor,10.6,1.2,4.5,0.5,0.5,0.466,0.466,0.499,9.8,1.0,3.2,0,0.2,0.474,0.474,0.539
4170,201446,Mike Taylor,5.7,2.1,1.7,0.7,0.0,0.412,0.436,0.477,0,0,0,0,0,0,0,0
4171,78302,Roland Taylor,3.8,3.6,2.7,1.7,0.1,0.42,0.42,0.439,0,0,0,0,0,0,0,0
4172,1630678,Terry Taylor,5.2,0.6,2.8,0.2,0.2,0.576,0.605,0.617,0,0,0,0,0,0,0,0
4173,203116,Tyshawn Taylor,2.9,0.9,0.5,0.4,0.0,0.354,0.379,0.428,0,0,0,0,0,0.0,0.0,0
4174,78303,Vince Taylor,3.1,1.3,1.2,0.6,0.1,0.363,0.363,0.409,0,0,0,0,0,0,0,0
4175,78304,Terry Teagle,11.5,1.4,2.6,0.7,0.2,0.466,0.468,0.51,11.0,0.9,2.2,0.6,0.2,0.451,0.451,0.495
4176,201952,Jeff Teague,11.8,5.3,2.4,1.1,0.3,0.444,0.488,0.55,11.4,4.1,2.2,0.8,0.3,0.405,0.449,0.512
4177,203104,Marquis Teague,2.5,1.5,1.0,0.3,0.1,0.335,0.356,0.398,1.2,1.5,0.4,0.2,0.1,0.294,0.294,0
4178,203141,Mirza Teletovic,8.1,0.8,3.2,0.3,0.3,0.406,0.524,0.543,5.4,0.2,2.5,0.4,0.1,0.398,0.505,0.519
