INDEX,PLAYER_ID,PLAYER_NAME,R_PPG,R_APG,R_RPG,R_SPG,R_BPG,R_FG,R_eFG,R_TS,P_PPG,P_APG,P_RPG,P_SPG,P_BPG,P_FG,P_eFG,P_TS
1197,76647,Johnny Egan,7.5,2.9,1.8,0.0,0.0,0.43,0.43,0.493,10.1,3.1,1.6,0,0,0.447,0.447,0.503
1198,76648,Lonnie Eggleston,2.0,0.5,0.0,0.0,0.0,0.25,0.25,0.376,0,0,0,0,0,0,0,0
1199,76649,Eddie Ehlers,8.1,1.8,0.0,0.0,0.0,0.286,0.286,0.344,0,0,0,0,0,0,0,0
1200,378,Craig Ehlo,8.6,2.8,3.6,1.1,0.3,0.453,0.5,0.523,8.1,2.9,2.9,1.0,0.2,0.409,0.459,0.492
1201,76651,Dick Eichhorst,2.0,3.0,1.0,0.0,0.0,0.5,0.5,0,0,0,0,0,0,0,0,0
1202,458,Howard Eisley,6.2,3.4,1.6,0.7,0.1,0.401,0.456,0.499,5.2,2.6,1.5,0.4,0.1,0.384,0.436,0.492
1203,1918,Obinna Ekezie,3.5,0.2,2.6,0.2,0.2,0.418,0.418,0.506,0,0,0,0,0,0,0,0
1204,2064,Khalid El-Amin,6.3,2.9,1.6,1.0,0.0,0.37,0.415,0.458,0,0,0,0,0,0,0,0
1205,76653,Don Eliason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0
1206,53,Mario Elie,8.5,2.5,2.8,0.9,0.2,0.473,0.536,0.598,8.5,2.3,2.9,0.8,0.1,0.452,0.515,0.581
1207,1629604,CJ Elleby,4.6,1.1,2.9,0.5,0.2,0.39,0.449,0.487,0,0.5,1.5,0,0,0.0,0.0,0
1208,76655,Ray Ellefson,1.0,0.0,2.7,0.0,0.0,0.111,0.111,0.279,0,0,0,0,0,0,0,0
1209,1627740,Henry Ellenson,4.5,0.6,2.7,0.2,0.0,0.38,0.458,0.495,0,0,0,0,0,0,0,0
1210,201961,Wayne Ellington,8.2,1.1,2.1,0.6,0.1,0.411,0.524,0.545,7.1,0.9,2.3,0.5,0.2,0.329,0.467,0.493
1211,76656,Bob Elliott,7.0,1.4,3.6,0.5,0.2,0.494,0.496,0.544,0,0,0,0,0,0,0,0
1212,251,Sean Elliott,14.2,2.6,4.3,0.8,0.4,0.465,0.5,0.553,13.2,2.4,4.0,0.7,0.4,0.445,0.488,0.551
1213,76658,Alexander Ellis,5.1,0.7,5.2,0.0,0.0,0.402,0.402,0.459,6.0,1.1,6.6,0,0,0.411,0.411,0.448
1214,76664,Bo Ellis,3.6,0.7,2.9,0.4,0.5,0.431,0.431,0.484,3.5,0.6,3.1,0.5,0.6,0.413,0.413,0.486
1215,107,Dale Ellis,15.4,1.4,3.4,0.8,0.1,0.479,0.535,0.566,13.8,1.3,3.7,0.7,0.2,0.443,0.482,0.514
1216,1677,Harold Ellis,5.8,0.6,2.0,1.1,0.1,0.527,0.528,0.57,0,0,0,0,0,0,0,0
1217,76661,Joe Ellis,8.8,1.4,5.1,0.7,0.2,0.398,0.398,0.434,5.3,0.6,3.4,0,0,0.307,0.307,0.345
1218,1631165,Keon Ellis,1.5,0.4,0.5,0.3,0.1,0.438,0.625,0.629,0,0,0,0,0,0,0,0
1219,111,LaPhonso Ellis,11.9,1.6,6.5,0.7,0.8,0.452,0.471,0.512,12.6,1.6,6.9,0.6,0.9,0.467,0.476,0.523
1220,1034,LeRon Ellis,3.0,0.3,2.4,0.3,0.4,0.433,0.433,0.47,0,0,0,0,0,0,0,0
1221,76663,Leroy Ellis,9.9,1.4,8.4,0.8,0.8,0.441,0.441,0.482,7.2,0.7,7.2,0,0,0.413,0.413,0.467
1222,101145,Monta Ellis,18.0,4.7,3.5,1.7,0.3,0.45,0.479,0.522,13.7,3.0,2.8,1.5,0.2,0.427,0.465,0.502
1223,442,Pervis Ellison,9.5,1.5,6.7,0.6,1.6,0.51,0.51,0.546,6.0,0.5,4.2,0.5,1.2,0.579,0.579,0.604
1224,600010,Len Elmore,4.6,0.9,4.2,0.8,0.8,0.413,0.413,0.458,3.3,0.4,3.3,0.5,0.3,0.429,0.429,0.467
1225,1922,Francisco Elson,3.6,0.5,3.4,0.4,0.5,0.465,0.466,0.497,2.9,0.2,2.8,0.5,0.2,0.581,0.581,0.607
1226,76667,Darrell Elston,1.0,0.4,1.2,0.2,0.0,0.143,0.143,0.168,0,0,0,0,0,0,0,0
1227,2408,Melvin Ely,5.1,0.7,3.1,0.3,0.5,0.456,0.456,0.495,2.1,0.1,1.6,0,0,0.267,0.267,0.387
1228,203954,Joel Embiid,27.2,3.4,11.2,0.9,1.7,0.501,0.533,0.611,24.0,2.8,10.9,0.8,1.8,0.461,0.491,0.579
1229,76668,Wayne Embry,12.5,1.4,9.1,0.0,0.0,0.44,0.44,0.484,10.1,1.1,8.0,0,0,0.418,0.418,0.466
1230,2765,Andre Emmett,1.4,0.1,0.6,0.1,0.1,0.462,0.462,0.534,0,0,0,0,0,0,0,0
1231,76669,Ned Endress,0.9,0.2,0.0,0.0,0.0,0.12,0.12,0.222,0,0,0,0,0,0,0,0
1232,76670,Chris Engler,1.8,0.2,2.0,0.2,0.2,0.415,0.415,0.457,2.0,0,2.0,0,0,1.0,1.0,0
1233,76671,Wayne Englestad,2.5,0.6,1.5,0.1,0.0,0.379,0.379,0.419,0,0,0,0,0,0,0,0
1234,76672,A.J. English,9.9,2.1,2.1,0.4,0.2,0.435,0.438,0.48,0,0,0,0,0,0,0,0
1235,76673,Alex English,21.2,3.6,5.6,0.9,0.7,0.506,0.507,0.549,24.4,4.3,5.5,0.7,0.5,0.503,0.503,0.556
1236,76674,Claude English,1.5,0.3,1.1,0.0,0.0,0.262,0.262,0.299,0,0,0,0,0,0,0,0
1237,76676,Jojo English,3.6,0.9,1.1,0.4,0.3,0.416,0.447,0.462,2.0,0.3,0.4,0.1,0.1,0.417,0.458,0.478
1238,203119,Kim English,2.9,0.6,0.9,0.4,0.1,0.375,0.438,0.477,0,0,0,0,0,0,0,0
1239,76675,Scott English,3.2,0.5,1.5,0.0,0.0,0.387,0.387,0.44,0,0,0,0,0,0,0,0
1240,76677,Gene Englund,7.8,0.9,0.0,0.0,0.0,0.38,0.38,0.502,5.5,0,0,0,0,0,0,0.559
1241,203898,Tyler Ennis,4.1,1.9,1.2,0.5,0.1,0.414,0.461,0.482,5.0,3.0,4.0,0,0,0.222,0.278,0
1242,203516,James Ennis III,6.7,0.9,3.2,0.6,0.3,0.46,0.54,0.583,7.6,1.1,4.4,0.6,0.3,0.431,0.5,0.54
1243,76678,Ray Epps,2.0,0.2,0.4,0.1,0.0,0.435,0.435,0.49,0,0,0,0,0,0,0,0
1244,201623,Semih Erden,3.9,0.4,2.8,0.4,0.5,0.551,0.551,0.579,0,0,0,0,0,0,0,0
1245,76679,Bo Erias,8.2,1.4,4.6,0.0,0.0,0.347,0.347,0.388,0,0,0,0,0,0,0,0
1246,76680,Keith Erickson,9.5,2.6,4.5,0.9,0.2,0.435,0.435,0.475,10.0,2.5,4.4,0.6,0.2,0.452,0.452,0.49
1247,76681,Julius Erving,22.0,3.9,6.7,1.8,1.5,0.507,0.509,0.558,21.9,4.2,7.0,1.7,1.7,0.486,0.488,0.544
1248,1915,Evan Eschmeyer,2.8,0.5,3.9,0.5,0.6,0.463,0.463,0.507,0.8,0.4,0.9,0.4,0.2,0.429,0.429,0
1249,76682,Jack Eskridge,2.8,0.6,0.0,0.0,0.0,0.362,0.362,0.411,0,0,0,0,0,0,0,0
1250,76683,Vincenzo Esposito,3.9,0.8,0.5,0.2,0.0,0.36,0.425,0.495,0,0,0,0,0,0,0,0
1251,1629234,Drew Eubanks,6.5,1.1,4.8,0.4,0.8,0.604,0.611,0.644,0,0,0,0,0,0,0,0
1252,76687,Bob Evans,3.0,1.2,0.0,0.0,0.0,0.28,0.28,0.324,1.0,0,0,0,0,0.25,0.25,0
1253,967,Brian Evans,3.8,0.8,1.7,0.4,0.2,0.381,0.429,0.463,0.4,0.4,0.2,0.2,0,1.0,1.0,0
1254,76685,Earl Evans,4.4,1.0,2.1,0.4,0.0,0.45,0.475,0.495,0,0,0,0,0,0,0,0
1255,1628980,Jacob Evans,3.4,1.0,1.2,0.3,0.3,0.336,0.383,0.427,0.7,0.1,0.1,0,0,0.4,0.5,0
1256,1628393,Jawun Evans,3.8,1.9,1.7,0.7,0.1,0.338,0.365,0.402,0,0,0,0,0,0,0,0
1257,202379,Jeremy Evans,3.5,0.4,2.6,0.4,0.5,0.569,0.573,0.6,1.0,0.5,1.5,0.5,0,0.0,0.0,0.532
1258,2230,Maurice Evans,6.9,0.8,2.5,0.5,0.2,0.445,0.512,0.539,5.0,0.5,1.5,0.5,0.1,0.447,0.532,0.553
1259,76686,Mike Evans,7.5,2.5,1.4,0.7,0.1,0.451,0.479,0.513,9.1,2.8,1.8,0.7,0.1,0.414,0.46,0.498
1260,2501,Reggie Evans,4.2,0.6,7.1,0.7,0.1,0.468,0.468,0.504,3.8,0.3,7.3,0.7,0.3,0.444,0.444,0.503
1261,201936,Tyreke Evans,15.4,4.7,4.5,1.2,0.4,0.438,0.471,0.516,12.6,2.9,4.6,1.0,0.2,0.385,0.456,0.483
1262,101137,Daniel Ewing,3.4,1.4,1.2,0.5,0.1,0.389,0.433,0.473,0.3,0,0,0,0,1.0,1.0,0
1263,121,Patrick Ewing,21.0,1.9,9.8,1.0,2.4,0.504,0.505,0.553,20.2,2.0,10.3,0.9,2.2,0.469,0.471,0.517
1264,201607,Patrick Ewing,0.4,0.3,0.3,0.0,0.1,0.0,0.0,0.222,1.5,0,0,0,0,1.0,1.5,0
1265,203957,Dante Exum,5.5,2.0,1.8,0.4,0.2,0.412,0.478,0.513,4.9,1.1,1.2,0.4,0.1,0.456,0.5,0.547
1266,201963,Christian Eyenga,5.8,0.8,2.6,0.7,0.7,0.399,0.437,0.449,1.3,0.3,0.7,0.3,0.3,0.667,0.667,0.581
1267,203105,Festus Ezeli,4.2,0.4,4.3,0.3,1.0,0.513,0.513,0.536,3.4,0.3,2.8,0.1,0.4,0.53,0.53,0.539
1268,76689,Johnny Ezersky,7.4,1.3,0.0,0.0,0.0,0.294,0.294,0.36,0,0,0,0,0,0,0,0
1269,76690,Joe Fabel,2.1,0.1,0.0,0.0,0.0,0.26,0.26,0.293,0,0,0,0,0,0,0,0
1270,76691,John Fairchild,2.0,0.4,1.5,0.0,0.0,0.258,0.258,0.307,0,0,0,0,0,0,0,0
1271,1629605,Tacko Fall,2.2,0.2,2.4,0.1,0.8,0.673,0.673,0.621,1.0,0,0.7,0,0,1.0,1.0,0.798
1272,76692,Phil Farbman,3.2,0.8,0.0,0.0,0.0,0.307,0.307,0.39,0,0,0,0,0,0,0,0
1273,202702,Kenneth Faried,11.3,1.0,8.0,0.7,0.8,0.549,0.551,0.579,8.2,0.4,7.4,0.7,0.5,0.581,0.586,0.619
1274,76693,Dick Farley,6.5,1.8,2.5,0.0,0.0,0.384,0.384,0.455,6.8,2.3,1.8,0,0,0.414,0.414,0.454
1275,200770,Jordan Farmar,7.7,2.9,1.9,0.8,0.1,0.423,0.507,0.528,5.2,1.6,1.5,0.6,0.1,0.389,0.466,0.495
1276,2824,Desmon Farmer,2.4,1.0,0.6,0.1,0.0,0.31,0.397,0.429,0,0,0,0,0,0,0,0
1277,76695,Jim Farmer,6.0,0.9,1.6,0.3,0.0,0.434,0.45,0.494,0.8,0.2,0.8,0,0,0.25,0.25,0
1278,76694,Mike Farmer,6.7,1.3,4.6,0.0,0.0,0.393,0.393,0.436,5.2,1.4,3.2,0,0,0.411,0.411,0.451
1279,1108,Tony Farmer,5.3,0.8,3.2,0.8,0.2,0.395,0.408,0.533,0,0,0,0,0,0,0,0
1280,76696,Bob Faught,6.7,0.6,0.0,0.0,0.0,0.295,0.295,0.327,8.3,0.3,0,0,0,0.344,0.344,0.375
1281,203543,Vitor Faverani,4.4,0.4,3.5,0.4,0.7,0.435,0.476,0.502,0,0,0,0,0,0,0,0
1282,202324,Derrick Favors,10.2,1.0,6.9,0.7,1.2,0.533,0.536,0.564,7.8,0.8,5.7,0.6,1.0,0.587,0.591,0.597
1283,201174,Nick Fazekas,4.1,0.4,3.4,0.3,0.4,0.561,0.561,0.584,0,0,0,0,0,0,0,0
1284,76697,Dave Fedor,0.9,0.1,0.9,0.0,0.0,0.3,0.3,0.287,0,0,0,0,0,0,0,0
1285,76698,Bob Feerick,13.3,2.0,0.0,0.0,0.0,0.362,0.362,0.431,11.2,1.4,0,0,0,0.311,0.311,0.37
1286,76699,Butch Feher,5.2,0.8,1.5,0.2,0.1,0.531,0.531,0.603,0,0,0,0,0,0,0,0
1287,994,Jamie Feick,4.6,0.7,7.2,0.6,0.5,0.424,0.432,0.472,0,0,0,0,0,0,0,0
1288,76701,Ron Feiereisel,3.0,0.6,0.6,0.0,0.0,0.286,0.286,0.428,0,0,0,0,0,0,0,0
1289,76702,George Feigenbaum,3.1,1.1,1.4,0.0,0.0,0.228,0.228,0.278,0,0,0,0,0,0,0,0
1290,76703,Dave Feitl,4.3,0.5,3.0,0.2,0.2,0.433,0.433,0.482,0.6,0,0.3,0,0,0.5,0.5,0.694
1291,1627770,Kay Felder,3.8,1.3,1.0,0.3,0.1,0.349,0.374,0.424,0,0,0,0,0,0,0,0
1292,1626245,Cristiano Felicio,4.3,0.7,3.9,0.3,0.2,0.572,0.572,0.602,3.2,0.3,4.3,0.5,0.3,0.6,0.6,0.598
1293,203467,Carrick Felix,2.7,0.6,0.9,0.0,0.0,0.5,0.571,0.603,0,0,0,0,0,0,0,0
1294,101230,Noel Felix,1.5,0.2,1.1,0.2,0.2,0.24,0.26,0.316,0,0,0,0,0,0,0,0
1295,76704,Ray Felix,10.9,0.7,8.9,0.0,0.0,0.412,0.412,0.481,7.9,0.8,7.6,0,0,0.427,0.427,0.495
1296,101109,Raymond Felton,11.5,5.5,3.0,1.2,0.2,0.413,0.461,0.5,9.4,3.1,2.5,1.0,0.2,0.42,0.461,0.489
1297,76705,Jake Fendley,2.8,0.9,1.2,0.0,0.0,0.344,0.344,0.451,1.0,0.5,1.0,0,0,0.25,0.25,0
1298,76706,Bill Fenley,2.6,0.5,0.0,0.0,0.0,0.225,0.225,0.269,0,0,0,0,0,0,0,0
1299,2724,Desmond Ferguson,1.9,0.1,0.6,0.0,0.0,0.417,0.542,0.505,0,0,0,0,0,0,0,0
1300,1628390,Terrance Ferguson,4.5,0.7,1.3,0.5,0.2,0.404,0.522,0.536,2.8,0.7,1.4,0.2,0,0.324,0.459,0
1301,201164,Rudy Fernandez,9.1,2.2,2.4,1.0,0.2,0.399,0.511,0.552,5.7,1.1,2.2,0.6,0.2,0.388,0.525,0.569
1302,1628981,Bruno Fernando,3.4,0.6,2.9,0.2,0.5,0.539,0.545,0.573,1.0,0,0.2,0,0,0.667,0.667,0.773
1303,76707,Eric Fernsten,2.4,0.4,1.7,0.2,0.3,0.435,0.435,0.49,0.6,0.0,0.6,0.0,0.2,0.308,0.308,0.393
1304,76708,Al Ferrari,6.8,2.5,2.2,0.0,0.0,0.368,0.368,0.445,7.8,2.3,2.4,0,0,0.391,0.391,0.484
1305,76709,Rolando Ferreira,0.8,0.1,1.1,0.0,0.1,0.056,0.056,0.209,0,0,0,0,0,0,0,0
1306,273,Duane Ferrell,6.4,0.9,1.9,0.5,0.2,0.48,0.487,0.538,5.3,1.1,2.1,0.3,0.1,0.422,0.432,0.498
1307,1627812,Yogi Ferrell,8.0,2.5,2.1,0.7,0.1,0.416,0.5,0.534,0.4,0.3,0.3,0,0,0.4,0.4,0
1308,76711,Arnie Ferrin,5.8,1.6,4.0,0.0,0.0,0.332,0.332,0.392,7.1,2.3,4.7,0,0,0.338,0.338,0.409
1309,76712,Bob Ferry,9.1,1.4,5.3,0.0,0.0,0.433,0.433,0.48,7.6,1.1,4.7,0,0,0.451,0.451,0.5
1310,198,Danny Ferry,7.0,1.3,2.8,0.4,0.3,0.446,0.506,0.536,3.7,0.9,2.1,0.2,0.1,0.374,0.467,0.483
1311,201178,Kyrylo Fesenko,2.3,0.3,2.0,0.1,0.4,0.496,0.496,0.49,3.3,1.2,3.9,0,0.5,0.433,0.433,0.42
1312,76713,Kenny Fields,6.6,1.1,2.6,0.6,0.2,0.468,0.47,0.512,7.4,0.8,2.3,0.7,0,0.551,0.558,0.562
1313,202361,Landry Fields,6.8,1.6,4.3,0.8,0.2,0.473,0.515,0.539,3.6,1.1,2.2,0.8,0.3,0.375,0.385,0.4
1314,76714,Ron Filipek,2.3,0.4,1.3,0.0,0.0,0.383,0.383,0.404,0,0,0,0,0,0,0,0
1315,76715,Greg Fillmore,2.4,0.4,2.2,0.0,0.0,0.403,0.403,0.415,0,0.1,1.0,0,0,0.0,0.0,0
1316,76716,Hank Finkel,5.1,0.8,3.9,0.1,0.1,0.449,0.449,0.487,1.8,0.4,1.6,0.1,0,0.458,0.458,0.47
1317,714,Michael Finley,15.2,2.9,4.3,0.9,0.3,0.444,0.492,0.527,11.8,1.8,3.5,0.8,0.2,0.418,0.494,0.533
1318,76717,Danny Finn,7.3,4.0,3.9,0.0,0.0,0.327,0.327,0.379,0,0,0,0,0,0,0,0
1319,1627827,Dorian Finney-Smith,8.2,1.4,4.6,0.8,0.5,0.431,0.538,0.556,10.5,2.1,5.6,1.0,0.4,0.446,0.581,0.593
1320,900,Matt Fish,3.1,0.4,1.8,0.3,0.3,0.514,0.514,0.54,0,0,0,0,0,0,0,0
1321,965,Derek Fisher,8.1,2.9,2.0,1.0,0.1,0.397,0.464,0.512,8.3,2.3,2.2,1.1,0.1,0.422,0.504,0.549
1322,2809,Gerald Fitch,4.7,1.8,1.7,0.4,0.3,0.337,0.376,0.424,0,0,0,0,0,0,0,0
1323,1630238,Malik Fitts,1.4,0.3,1.1,0.0,0.0,0.415,0.549,0,0.9,0,0.2,0,0,0.75,1.0,0
1324,76720,Bob Fitzgerald,3.3,0.6,0.0,0.0,0.0,0.194,0.194,0.264,0.8,0.2,0,0,0,0.1,0.1,0.213
1325,76719,Dick Fitzgerald,4.5,0.7,0.0,0.0,0.0,0.237,0.237,0.264,0,0,0,0,0,0,0,0
1326,2033,Marcus Fizer,9.6,1.2,4.6,0.5,0.3,0.435,0.439,0.481,0,0,0,0,0,0,0,0
1327,76721,Jerry Fleishman,5.8,1.6,4.6,0.0,0.0,0.277,0.277,0.336,4.8,0.9,2.5,0,0,0.282,0.282,0.344
1328,76722,Al Fleming,2.0,0.4,1.5,0.0,0.2,0.484,0.484,0.52,1.4,0.4,0.8,0.2,0,0.333,0.333,0.451
1329,76723,Ed Fleming,8.6,1.9,5.2,0.0,0.0,0.359,0.359,0.436,5.8,1.4,3.0,0,0,0.351,0.351,0.432
1330,313,Vern Fleming,11.3,4.8,3.4,1.0,0.1,0.498,0.501,0.55,7.7,3.1,2.3,0.6,0.2,0.466,0.47,0.525
1331,2784,Luis Flores,2.2,0.7,0.2,0.1,0.0,0.483,0.569,0.586,0,0,0,0,0,0,0,0
1332,76725,Bruce Flowers,4.9,0.9,3.4,0.4,0.2,0.534,0.534,0.569,0,0,0,0,0,0,0,0
1333,76726,Sleepy Floyd,12.6,5.3,2.6,1.1,0.2,0.443,0.466,0.528,13.0,6.1,2.1,1.2,0.1,0.457,0.496,0.548
1334,201938,Jonny Flynn,8.5,3.8,1.8,0.7,0.0,0.395,0.438,0.486,0,0,0,0,0,0,0,0
1335,1630201,Malachi Flynn,5.5,1.9,1.8,0.5,0.1,0.374,0.459,0.484,0,0.5,0.5,0.2,0,0.0,0.0,0
1336,76727,Mike Flynn,6.2,2.2,2.1,0.7,0.1,0.44,0.44,0.474,0,0,0,0,0,0,0,0
1337,76728,Larry Fogle,1.0,0.0,1.5,0.5,0.0,0.2,0.2,0,0,0,0,0,0,0,0,0
1338,76729,Jack Foley,4.8,0.5,1.5,0.0,0.0,0.392,0.392,0.46,0,0,0,0,0,0,0,0
1339,1829,Ike Fontaine,1.8,0.7,0.8,0.0,0.0,0.214,0.25,0.331,0,0,0,0,0,0,0,0
1340,76731,Levi Fontaine,3.8,0.6,0.4,0.0,0.0,0.366,0.366,0.415,2.5,0,0,0,0,0.667,0.667,0.579
1341,1631323,Simone Fontecchio,6.3,0.8,1.7,0.3,0.2,0.369,0.47,0.495,0,0,0,0,0,0,0,0
1342,202880,Jeff Foote,1.0,0.0,1.5,0.0,0.2,0.333,0.333,0,0,0,0,0,0,0,0,0
1343,1627854,Bryn Forbes,8.8,1.2,1.6,0.4,0.0,0.435,0.55,0.573,6.3,0.6,1.5,0.1,0.1,0.407,0.534,0.556
1344,201814,Gary Forbes,5.8,0.9,2.0,0.4,0.1,0.434,0.478,0.518,0,0,1.0,0,0,0.0,0.0,0
1345,1630758,Aleem Ford,2.8,0.4,3.0,0.2,0.0,0.3,0.35,0,0,0,0,0,0,0,0,0
1346,76732,Alphonso Ford,3.2,0.9,1.8,0.3,0.0,0.308,0.317,0.326,0,0,0,0,0,0,0,0
1347,2228,Alton Ford,2.5,0.2,1.7,0.1,0.1,0.507,0.507,0.557,0,0,0,0,0,0,0,0
1348,76733,Chris Ford,9.8,3.5,3.0,1.6,0.3,0.461,0.469,0.496,7.5,2.6,2.9,0.9,0.3,0.44,0.454,0.478
1349,76734,Don Ford,6.1,1.3,3.4,0.5,0.3,0.466,0.466,0.497,7.2,2.2,4.2,1.0,0.3,0.443,0.443,0.486
1350,76735,Jake Ford,4.1,1.1,0.6,0.0,0.0,0.462,0.462,0.547,0,0,0,0,0,0,0,0
1351,76736,Phil Ford,10.9,6.0,1.7,1.1,0.1,0.468,0.47,0.531,9.1,5.7,1.7,1.5,0,0.365,0.376,0.432
1352,101213,Sharrod Ford,1.3,0.0,1.0,0.0,0.3,0.667,0.667,0,0,0,0,0,0,0,0,0
1353,726,Sherell Ford,3.2,0.2,0.9,0.3,0.0,0.375,0.4,0.474,0,0,0,0,0,0,0,0
1354,2551,T.J. Ford,11.2,5.8,3.1,1.2,0.1,0.433,0.448,0.503,12.4,5.1,2.9,0.8,0.1,0.457,0.481,0.534
1355,76738,Donnie Forman,4.1,1.7,0.0,0.0,0.0,0.294,0.294,0.344,1.4,0.8,0,0,0,0.15,0.15,0.262
1356,76739,Bayard Forrest,4.1,2.1,4.1,0.4,0.5,0.449,0.449,0.47,1.6,0.7,1.9,0.3,0.1,0.579,0.579,0.513
1357,1630235,Trent Forrest,3.0,1.7,1.6,0.4,0.1,0.465,0.483,0.529,1.0,0,0,0,0,0.5,0.5,0
1358,2218,Joseph Forte,1.2,0.7,0.7,0.2,0.0,0.234,0.234,0.292,0,0,0,0,0,0,0,0
1359,202622,Courtney Fortson,3.5,1.0,1.5,0.3,0.0,0.344,0.391,0.453,0,0,0,0,0,0,0,0
1360,1504,Danny Fortson,8.2,0.7,7.2,0.4,0.2,0.472,0.472,0.562,3.3,0,2.4,0.3,0.1,0.571,0.571,0.652
1361,76740,Fred Foster,7.6,1.1,2.4,0.3,0.0,0.413,0.413,0.452,3.6,1.0,2.4,0,0,0.421,0.421,0.453
1362,323,Greg Foster,3.9,0.5,2.6,0.1,0.3,0.444,0.449,0.487,3.5,0.3,2.3,0.1,0.2,0.425,0.437,0.479
1363,1902,Jeff Foster,4.9,0.9,6.9,0.7,0.4,0.497,0.498,0.531,3.9,0.7,5.5,0.5,0.5,0.556,0.563,0.589
1364,76742,Rod Foster,7.5,2.3,1.2,0.7,0.0,0.44,0.465,0.499,2.6,1.3,0.8,0.5,0.1,0.266,0.266,0.343
1365,1630701,Michael Foster Jr.,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0
1366,2238,Antonis Fotsis,3.9,0.4,2.2,0.3,0.4,0.404,0.438,0.479,0,0,0,0,0,0,0,0
1367,203095,Evan Fournier,14.2,2.6,2.7,0.9,0.2,0.444,0.533,0.566,11.7,1.8,2.8,1.1,0.2,0.374,0.454,0.492
1368,76744,Larry Foust,13.7,1.7,9.8,0.0,0.0,0.405,0.405,0.485,12.4,1.3,9.7,0,0,0.394,0.394,0.484
1369,76745,Jerry Fowler,1.5,0.3,1.7,0.0,0.0,0.308,0.308,0.305,0,0,0,0,0,0,0,0
1370,1762,Tremaine Fowlkes,2.9,0.5,2.2,0.5,0.1,0.409,0.416,0.493,0,0,0,0,0,0,0,0
1371,1628368,De'Aaron Fox,20.2,6.2,3.7,1.3,0.4,0.472,0.511,0.554,27.4,7.7,5.4,2.1,0.6,0.424,0.488,0.524
1372,76746,Harold Fox,3.1,1.0,0.8,0.0,0.0,0.375,0.375,0.436,0,0,0,0,0,0,0,0
1373,76747,Jim Fox,9.3,1.6,7.6,0.5,0.3,0.473,0.473,0.533,6.5,1.1,6.1,0,0.2,0.393,0.393,0.455
1374,296,Rick Fox,9.6,2.8,3.8,1.0,0.4,0.45,0.501,0.538,6.6,2.2,3.2,0.8,0.2,0.444,0.516,0.552
1375,200751,Randy Foye,9.8,2.7,2.2,0.7,0.3,0.397,0.479,0.52,4.6,1.1,1.6,0.3,0.2,0.374,0.47,0.502
1376,1502,Adonal Foyle,4.0,0.5,4.7,0.4,1.6,0.477,0.477,0.486,0.5,0,0.8,0,0,0.4,0.4,0
1377,2499,Richie Frahm,3.5,0.6,1.1,0.2,0.1,0.407,0.518,0.54,0,0,0,0,0,0,0,0
1378,1883,Steve Francis,17.7,5.9,5.4,1.4,0.4,0.429,0.462,0.533,19.2,7.6,8.4,1.4,0.2,0.429,0.479,0.548
1379,76748,Tellis Frank,6.5,1.0,3.9,0.6,0.4,0.439,0.439,0.499,0,0,0,0,0,0,0,0
1380,76749,Nat Frankel,2.7,0.5,0.0,0.0,0.0,0.148,0.148,0.248,0,0,0,0,0,0,0,0
1381,203479,Jamaal Franklin,1.8,0.4,1.0,0.2,0.1,0.415,0.488,0.501,0.5,0,0.5,0,0,0.0,0.0,0.174
1382,1629606,Robert Franks,6.1,0.7,2.0,0.4,0.4,0.464,0.554,0.638,0,0,0,0,0,0,0,0
1383,204025,Tim Frazier,4.9,3.9,2.3,0.6,0.1,0.405,0.457,0.494,1.4,0.9,0.7,0.1,0,0.533,0.633,0.661
1384,76750,Walt Frazier,18.9,6.1,5.9,1.9,0.2,0.49,0.49,0.542,20.7,6.4,7.2,2.1,0.3,0.511,0.511,0.557
1385,76751,Will Frazier,0.5,0.5,2.5,0.0,0.0,0.0,0.0,0.102,0,0,0,0,0,0,0,0
1386,1626187,Michael Frazier II,2.1,0.2,0.8,0.2,0.0,0.241,0.31,0.384,0.8,0.5,1.0,0,0,0.25,0.375,0
1387,1628982,Melvin Frazier Jr.,2.7,0.2,0.9,0.3,0.1,0.34,0.383,0.397,1.7,0,1.3,0.3,0,0.4,0.4,0.425
1388,76752,Anthony Frederick,4.9,0.9,1.9,0.5,0.3,0.439,0.443,0.482,0,0,0,0,0,0,0,0
1389,202690,Jimmer Fredette,5.8,1.3,1.0,0.4,0.0,0.418,0.495,0.53,0,0,0,0,0,0,0,0
1390,76753,World Free,20.5,3.8,2.7,1.1,0.2,0.456,0.463,0.526,14.0,3.0,2.2,0.7,0.4,0.398,0.398,0.474
1391,202683,Enes Freedom,11.7,0.9,8.0,0.4,0.5,0.545,0.549,0.587,7.6,0.6,5.9,0.3,0.5,0.514,0.52,0.561
1392,200777,Joel Freeland,3.2,0.4,3.4,0.2,0.4,0.459,0.459,0.486,0.1,0.1,0.8,0.2,0.1,0.0,0.0,0.129
1393,76754,Donnie Freeman,10.8,2.7,2.8,0.9,0.2,0.434,0.434,0.497,0,0,0,0,0,0,0,0
1394,76755,Gary Freeman,3.2,0.7,2.0,0.0,0.0,0.515,0.515,0.551,0,0,0,0,0,0,0,0
